City,Cloudiness,Country,Date,Humidity,Lat,Lng,MaxTemp,WindSpeed
Banjar,82,ID,1570551564,95,-7.37,108.54,69.99,1.43
Marsh Harbour,100,BS,1570551565,77,26.54,-77.06,81.69,13.04
Zapolyarnyy,75,RU,1570551565,86,69.43,30.82,35.6,23.04
Loncoche,75,CL,1570551565,58,-39.37,-72.63,59.0,4.7
Bonavista,100,CA,1570551565,84,48.65,-53.11,62.01,17.0
Kanchanaburi,27,TH,1570551566,85,14.03,99.53,77.92,2.06
Lewisporte,75,CA,1570551566,93,49.25,-55.06,60.01,11.41
Barra do Garcas,100,BR,1570551566,47,-15.89,-52.26,87.63,2.66
San Benito,75,CO,1570551566,50,6.13,-73.51,74.14,3.15
Sainte-Maxime,0,FR,1570551566,43,43.31,6.64,72.0,8.05
Aklavik,20,CA,1570551567,92,68.22,-135.01,24.8,4.7
Belaya Gora,85,RU,1570551567,87,68.54,146.19,12.21,3.04
Nioro,100,GM,1570551567,63,13.79,-15.05,85.48,7.49
San Lorenzo,20,HN,1570551567,83,13.43,-87.45,82.4,1.21
Talaya,0,RU,1570551568,82,55.79,84.89,46.99,8.95
Narsaq,75,GL,1570551568,79,60.91,-46.05,41.0,1.0
Ust-Nera,100,RU,1570551568,84,64.57,143.24,6.99,2.46
Vammala,0,FI,1570551568,93,61.34,22.91,37.99,1.12
Bayanday,100,RU,1570551569,90,53.07,105.52,44.61,9.93
Eyl,0,SO,1570551569,80,7.98,49.82,80.8,7.41
Lahat,93,ID,1570551569,73,-3.78,103.55,71.07,0.78
Codrington,90,AU,1570551569,77,-28.95,153.24,66.2,4.7
Yeppoon,27,AU,1570551569,78,-23.13,150.74,71.6,4.7
Sao Luis de Montes Belos,91,BR,1570551570,39,-16.52,-50.37,91.96,3.17
Chifeng,0,CN,1570551570,35,42.27,118.96,43.17,7.27
Techiman,100,GH,1570551570,97,7.58,-1.94,71.25,2.57
Gondanglegi,99,ID,1570551570,94,-7.75,112.01,71.62,5.33
Charters Towers,0,AU,1570551570,32,-20.07,146.27,69.27,5.57
Aksha,0,RU,1570551571,83,50.28,113.29,40.47,8.19
Acajutla,20,SV,1570551571,69,13.59,-89.83,82.4,2.24
Poronaysk,100,RU,1570551571,97,49.22,143.1,52.18,13.9
Kasongo,100,CD,1570551571,86,-4.43,26.67,77.38,3.68
Rome,0,IT,1570551571,56,41.89,12.48,75.2,6.93
Longkou,0,CN,1570551572,54,37.64,120.47,47.32,3.6
Campeche,75,MX,1570551572,83,19.84,-90.54,82.4,6.93
Kushiro,79,JP,1570551572,91,43.11,144.15,58.84,13.76
Polis,20,CY,1570551572,65,35.04,32.42,77.0,13.87
Kamaishi,84,JP,1570551572,90,39.28,141.86,46.59,19.98
Leninskoye,28,RU,1570551573,81,54.82,82.85,42.8,2.24
Menongue,100,AO,1570551573,20,-14.66,17.68,90.33,7.18
Kieta,100,PG,1570551573,74,-6.22,155.63,81.16,5.88
General Roca,0,AR,1570551573,18,-39.03,-67.58,64.4,13.87
Jasper,90,US,1570551536,82,33.83,-87.28,73.99,5.32
Riohacha,75,CO,1570551574,79,11.54,-72.91,86.0,9.17
Faya,20,SA,1570551574,27,18.39,42.45,75.2,20.8
Burnie,0,AU,1570551574,77,-41.05,145.91,45.0,8.01
Aguimes,20,ES,1570551574,65,27.91,-15.45,77.0,28.86
Gesztely,33,HU,1570551574,57,48.1,20.96,50.0,11.41
Puri,85,ID,1570551575,86,-7.54,112.45,73.06,4.08
Berezna,70,UA,1570551575,59,51.58,31.79,43.71,6.6
Buraydah,76,SA,1570551575,32,26.33,43.97,95.0,12.75
Shenzhen,20,CN,1570551575,69,22.54,114.05,84.0,12.75
Sitka,0,US,1570551575,45,37.17,-99.65,66.0,20.0
Beringovskiy,99,RU,1570551576,84,63.05,179.32,30.03,5.12
Ugoofaaru,51,MV,1570551576,72,5.67,73.0,83.31,7.56
Kadipur,0,IN,1570551576,54,26.16,82.38,79.54,2.74
Dongsheng,21,CN,1570551576,76,29.72,112.52,62.25,6.51
Sassandra,67,CI,1570551576,76,4.95,-6.09,80.08,10.79
Del Rio,1,US,1570551405,50,29.36,-100.9,77.0,12.75
Banda Aceh,100,ID,1570551577,78,5.56,95.32,82.05,19.8
Maceio,75,BR,1570551486,58,-9.67,-35.74,84.2,14.99
Bilma,45,NE,1570551577,19,18.69,12.92,99.33,10.27
Lamu,100,CN,1570551577,74,35.77,102.37,47.85,4.21
Askino,96,RU,1570551577,72,56.09,56.58,41.74,3.01
Meulaboh,100,ID,1570551578,80,4.14,96.13,80.07,10.0
Keuruu,90,FI,1570551578,93,62.26,24.71,37.0,4.7
Nakskov,1,DK,1570551578,64,54.84,11.13,57.0,5.99
Katherine,0,AU,1570551578,36,-14.47,132.26,78.8,6.45
Gunnedah,0,AU,1570551578,56,-30.98,150.25,48.99,3.36
Mayo,40,CA,1570551579,85,63.59,-135.9,14.0,2.24
Kilindoni,43,TZ,1570551579,82,-7.91,39.67,79.35,20.11
Brownsburg,1,US,1570551579,48,39.84,-86.4,70.0,3.36
Tanete,0,ID,1570551579,86,-3.94,119.78,71.8,2.3
Chernyshevskiy,32,RU,1570551579,92,63.01,112.47,14.92,6.08
Magistralnyy,100,RU,1570551580,97,56.17,107.45,25.53,7.16
Muscat,0,OM,1570551580,79,23.6,58.55,84.2,3.36
Maieru,23,RO,1570551580,56,47.4,24.74,37.0,3.44
Havoysund,75,NO,1570551580,70,71.0,24.66,39.2,6.93
College,90,US,1570551581,91,64.86,-147.8,33.8,4.7
Nantucket,20,US,1570551581,72,41.28,-70.1,63.0,10.29
Kasungu,35,MW,1570551581,31,-13.04,33.48,83.31,13.13
Paka,64,CF,1570551581,69,4.15,15.03,78.99,3.2
Upata,60,VE,1570551581,81,8.02,-62.41,81.7,6.31
Mwene-Ditu,96,CD,1570551581,77,-7.01,23.45,78.63,0.47
Maruim,20,BR,1570551582,61,-10.74,-37.08,82.4,19.46
Labuhan,0,ID,1570551582,80,-2.54,115.51,73.95,0.72
Saint-Paul,0,FR,1570551582,60,45.22,1.9,73.99,5.82
Gannan,7,CN,1570551582,65,47.92,123.49,44.61,8.19
Lubango,20,AO,1570551582,22,-14.92,13.49,86.0,6.93
Anzio,0,IT,1570551583,56,41.45,12.63,75.2,6.93
Cururupu,100,BR,1570551583,60,-1.82,-44.87,85.11,6.85
Samarai,82,PG,1570551583,90,-10.62,150.67,71.44,4.58
Calabozo,100,VE,1570551583,74,8.92,-67.43,84.4,4.59
Tromso,20,NO,1570551584,51,69.65,18.96,39.2,12.75
Tocopilla,0,CL,1570551584,83,-22.09,-70.2,58.11,3.04
Sakaiminato,20,JP,1570551584,51,35.55,133.23,62.6,3.36
Broken Hill,0,AU,1570551584,49,-31.97,141.45,48.2,9.17
Trincomalee,73,LK,1570551585,92,8.58,81.23,75.76,2.29
Dalbandin,0,PK,1570551585,20,28.9,64.41,76.11,5.68
Coihaique,75,CL,1570551585,50,-45.58,-72.07,51.8,10.29
Vrangel,17,RU,1570551585,69,42.73,133.08,39.75,7.2
Iguape,70,BR,1570551585,62,-24.7,-47.56,76.12,5.69
Alta Floresta,40,BR,1570551586,100,-9.87,-56.08,71.6,4.7
Ulladulla,40,AU,1570551586,70,-35.36,150.48,50.0,10.29
Kalmunai,12,LK,1570551586,90,7.42,81.82,76.47,4.43
Samfya,91,ZM,1570551586,24,-11.37,29.56,87.99,3.04
Nanakuli,90,US,1570551586,88,21.39,-158.15,77.0,7.94
Kuruman,0,ZA,1570551447,16,-27.46,23.43,82.0,8.88
Bushehr,0,IR,1570551587,70,28.97,50.84,87.8,6.93
Beaverlodge,75,CA,1570551587,85,55.21,-119.43,24.8,12.75
Passo de Camaragibe,75,BR,1570551587,58,-9.24,-35.49,84.2,14.99
Kazachinskoye,93,RU,1570551587,82,57.69,93.28,36.88,4.38
Boende,99,CD,1570551588,65,-0.28,20.88,82.96,3.94
Bereda,40,ES,1570551588,77,43.27,-7.54,64.4,5.82
Egvekinot,100,RU,1570551588,94,66.32,-179.17,28.06,6.59
Amot,75,NO,1570551588,93,59.57,7.99,39.2,2.24
Ghanzi,0,BW,1570551588,7,-21.7,21.65,95.19,4.92
Praia da Vitoria,40,PT,1570551589,60,38.73,-27.07,69.8,15.94
Saurimo,0,AO,1570551589,73,-9.66,20.4,75.2,4.7
Labytnangi,100,RU,1570551589,87,66.66,66.39,29.31,3.67
Guymon,1,US,1570551589,40,36.68,-101.48,68.0,25.28
La Ronge,90,CA,1570551590,74,55.1,-105.3,32.0,18.34
Pativilca,88,PE,1570551590,87,-10.7,-77.78,59.73,12.39
Montelibano,41,CO,1570551590,80,7.98,-75.42,82.41,4.23
Blagoveshchensk,3,RU,1570551590,51,50.29,127.53,35.6,4.47
Lasa,20,CY,1570551591,65,34.92,32.53,77.0,13.87
Madras,40,US,1570551591,66,44.63,-121.13,57.2,8.05
Dorverden,40,DE,1570551591,82,52.85,9.23,59.0,12.75
Le Port,91,FR,1570551591,63,42.87,1.37,75.99,5.01
Barcelos,48,BR,1570551592,46,-0.97,-62.93,94.3,3.06
Puerto del Rosario,20,ES,1570551592,73,28.5,-13.86,80.6,11.41
Lobito,40,AO,1570551592,69,-12.35,13.55,78.8,13.87
Mombetsu,67,JP,1570551592,87,44.35,143.35,52.89,18.03
Ratnagiri,0,IN,1570551592,78,16.98,73.3,85.11,9.24
Bethanien,0,NA,1570551593,5,-26.5,17.16,90.52,13.88
Puerto Baquerizo Moreno,75,EC,1570551593,73,-0.9,-89.6,71.6,19.46
Flinders,40,AU,1570551593,70,-34.58,150.85,53.01,10.29
Zima,100,RU,1570551593,95,53.93,102.05,35.61,12.33
Dakar,0,SN,1570551594,74,14.69,-17.45,86.0,4.7
Pangody,100,RU,1570551594,81,65.85,74.49,32.91,11.7
Solnechnyy,100,RU,1570551594,94,50.72,136.64,43.71,2.91
Angoche,0,MZ,1570551594,68,-16.23,39.91,80.62,12.77
Sidney,1,US,1570551594,54,47.72,-104.16,62.6,10.29
Lowicz,75,PL,1570551595,87,52.11,19.95,46.99,9.17
