City,Cloudiness,Country,Date,Humidity,Lat,Lng,MaxTemp,WindSpeed
Massaguet,20,TD,1570555179,66,12.48,15.44,86.0,8.63
Chernyshevskiy,61,RU,1570555180,93,63.01,112.47,17.15,5.32
Socorro,40,US,1570555180,56,31.65,-106.3,75.99,6.93
Puerto Escondido,40,MX,1570555180,70,15.86,-97.07,84.2,4.79
Poum,75,MK,1570555180,66,41.28,20.71,55.4,2.24
Saint-Pierre,100,FR,1570555181,100,48.95,4.24,59.0,12.75
Plastun,99,RU,1570555181,84,44.76,136.29,45.41,15.34
Spokane,1,US,1570555181,37,47.66,-117.42,52.0,14.99
Sola,94,TZ,1570555181,33,-3.17,33.8,79.79,17.24
Malkapur,34,IN,1570555181,76,20.89,76.2,75.47,3.67
Pevek,100,RU,1570555182,83,69.7,170.27,32.81,21.59
Noumea,40,NC,1570555182,88,-22.28,166.46,75.0,2.24
Quibdo,75,CO,1570555182,78,5.69,-76.66,82.4,5.82
Susuman,26,RU,1570555182,77,62.78,148.15,4.91,1.3
Saint-Felicien,75,CA,1570555183,54,48.65,-72.45,55.0,13.87
Kristinehamn,90,SE,1570554996,100,59.31,14.11,41.0,6.93
Pajapan,75,MX,1570555183,79,18.26,-94.69,84.2,11.41
Yaqui,5,MX,1570555183,38,27.37,-110.17,91.4,6.93
Gunnedah,0,AU,1570555183,56,-30.98,150.25,41.0,4.7
Nome,75,US,1570555184,68,30.04,-94.42,79.0,5.82
Lasa,20,CY,1570555184,64,34.92,32.53,77.0,9.17
Lloydminster,90,CA,1570555184,79,53.28,-110.01,26.6,14.99
Sambava,73,MG,1570555184,95,-14.27,50.17,68.27,3.01
Abashiri,61,JP,1570555185,79,44.01,144.25,49.37,5.95
Monterey,1,US,1570555185,46,36.6,-121.89,72.0,3.36
Zharkent,76,KZ,1570555185,59,44.17,80.0,43.79,2.24
Khairpur Nathan Shah,0,PK,1570555185,24,27.09,67.73,87.89,5.41
Northam,75,AU,1570555186,82,-31.65,116.67,57.2,2.24
Victoria,75,BN,1570555186,94,5.28,115.24,77.0,3.36
Gat,0,SN,1570555186,62,14.69,-16.54,89.6,12.33
Gallup,20,US,1570555186,32,35.53,-108.74,66.2,5.82
Tsabong,22,BW,1570555186,13,-26.02,22.4,73.67,9.84
Tazovskiy,100,RU,1570555187,82,67.47,78.7,33.53,7.29
Guerrero Negro,0,MX,1570555187,78,27.97,-114.04,70.25,9.71
Haimen,51,CN,1570555191,81,31.87,121.18,66.99,4.81
Papa,100,GM,1570555191,82,13.61,-15.24,80.15,4.27
Rizhao,84,CN,1570555192,83,35.43,119.46,54.77,1.28
Poros,20,TR,1570555192,71,40.9,26.22,57.2,8.05
Burnie,1,AU,1570555192,76,-41.05,145.91,42.01,10.0
Zinder,20,NE,1570555192,45,13.81,8.99,87.8,6.93
Chicama,90,PE,1570555193,82,-7.84,-79.15,62.6,11.41
Port Lincoln,44,AU,1570555193,73,-34.72,135.86,50.27,8.21
Schenectady,75,US,1570555144,52,42.81,-73.94,66.0,3.36
Zeya,95,RU,1570555193,65,53.74,127.27,32.99,4.3
Verkhoyansk,44,RU,1570555193,76,67.55,133.39,13.37,4.18
Mayor Pablo Lagerenza,0,PY,1570555194,22,-19.93,-60.77,99.77,2.73
Launceston,7,AU,1570555194,74,-41.43,147.14,39.0,3.36
Gravelbourg,81,CA,1570555194,82,49.88,-106.56,47.39,6.26
Jiayuguan,99,CN,1570555194,33,39.77,98.29,58.91,7.63
Sangar,99,RU,1570555195,67,63.92,127.47,29.21,8.42
Tuatapere,100,NZ,1570555195,97,-46.13,167.69,50.0,5.17
Katsuura,20,JP,1570555195,68,33.93,134.5,64.4,6.93
Severobaykalsk,44,RU,1570555195,60,55.65,109.32,38.75,20.23
Comodoro Rivadavia,40,AR,1570555027,31,-45.87,-67.48,60.8,21.92
Tadine,54,NC,1570555195,80,-21.55,167.88,72.41,16.84
Baghdad,0,IQ,1570555196,45,33.3,44.38,86.0,3.36
Kovur,55,IN,1570555196,79,14.5,79.99,80.33,6.67
Barcelos,68,BR,1570555196,49,-0.97,-62.93,91.49,2.8
Narsaq,75,GL,1570555196,94,60.91,-46.05,41.0,4.7
Balta,60,UA,1570555197,50,47.94,29.62,43.07,7.85
Svetlogorsk,100,RU,1570555197,56,53.14,59.15,44.6,2.24
Anloga,40,GH,1570555197,83,5.79,0.9,82.4,10.29
Bavly,100,RU,1570555197,63,54.4,53.24,41.27,4.97
Muriti,75,TZ,1570555198,69,-1.99,32.93,78.8,11.41
Jaca,79,ES,1570555198,41,42.57,-0.55,75.2,3.36
Dharchula,0,IN,1570555198,81,29.85,80.53,43.25,3.91
Bubaque,98,GW,1570555198,76,11.28,-15.83,81.59,13.09
Taoudenni,12,ML,1570555198,7,22.68,-3.98,94.91,11.73
Banjar,64,ID,1570555199,93,-7.37,108.54,69.71,2.51
Vrises,75,GR,1570555199,88,35.49,23.89,75.0,11.41
Broken Hill,0,AU,1570555199,49,-31.97,141.45,46.4,6.93
Polis,20,CY,1570555199,64,35.04,32.42,75.2,9.17
Alma,1,US,1570555200,12,39.28,-106.06,68.0,6.93
Sarab,18,IR,1570555200,30,38.61,44.99,65.03,1.8
Peterhead,75,AU,1570555200,62,-34.83,138.5,53.01,5.82
Port Augusta,6,AU,1570555200,66,-32.49,137.76,51.8,10.29
Kirakira,79,SB,1570555200,86,-10.46,161.92,76.19,5.25
Mount Darwin,20,ZW,1570555201,35,-16.77,31.58,75.29,3.91
Kodinsk,20,RU,1570555201,93,58.6,99.18,24.71,3.9
Mehamn,75,NO,1570555201,80,71.03,27.85,39.2,16.11
Zambezi,81,ZM,1570555201,43,-13.55,23.12,76.37,6.67
Paamiut,100,GL,1570555202,92,61.99,-49.67,39.29,11.25
Kavieng,26,PG,1570555102,73,-2.57,150.8,84.65,10.85
Rawson,33,AR,1570555202,27,-43.3,-65.11,62.51,23.76
Tromso,20,NO,1570555202,64,69.65,18.96,35.6,11.41
Bonavista,100,CA,1570555203,85,48.65,-53.11,61.0,15.99
Vangaindrano,12,MG,1570555203,95,-23.35,47.6,68.45,2.28
Zhangjiakou,83,CN,1570555203,36,40.77,114.88,41.81,3.04
Yining,20,CN,1570555203,85,29.04,114.56,60.53,1.92
Almaznyy,40,RU,1570555205,70,48.03,40.04,46.4,6.71
Shache,100,CN,1570555205,62,38.42,77.24,68.0,1.99
Sadiqabad,0,PK,1570555205,30,28.31,70.13,83.03,6.15
Makakilo City,75,US,1570555205,73,21.35,-158.09,77.0,2.94
Mpika,18,ZM,1570555206,33,-11.84,31.4,71.51,2.34
Verkhniy Avzyan,95,RU,1570555206,92,53.53,57.54,40.91,2.8
Vanavara,0,RU,1570555206,71,60.35,102.28,22.19,5.86
Mayo,75,CA,1570555206,92,63.59,-135.9,14.0,1.59
Natchitoches,75,US,1570555207,60,31.76,-93.09,73.4,3.36
Mahanoro,5,MG,1570555207,77,-19.9,48.8,75.83,10.91
Fort Frances,1,CA,1570555169,51,48.61,-93.4,66.0,10.29
Sao Borja,0,BR,1570555207,50,-28.66,-56.0,79.07,5.56
Wisconsin Rapids,1,US,1570555139,42,44.39,-89.82,69.01,10.29
Nuqui,75,CO,1570555207,78,5.71,-77.27,82.4,5.82
Mareeba,40,AU,1570555208,93,-16.99,145.42,64.4,3.36
Havre-Saint-Pierre,75,CA,1570555208,76,50.23,-63.6,51.8,24.16
Otjimbingwe,0,NA,1570555208,18,-22.35,16.13,70.61,9.26
Olinda,40,AU,1570555208,100,-37.84,145.39,52.0,11.41
Kamalpur,5,BD,1570555208,90,24.17,91.81,73.31,2.42
Ashikaga,90,JP,1570555209,72,36.37,139.45,73.0,9.17
Lubbock,1,US,1570555209,37,33.58,-101.86,70.0,13.87
Marand,0,IR,1570555209,31,38.43,45.77,60.8,4.7
Gayeri,100,BF,1570554972,77,12.65,0.49,81.41,12.17
Hualmay,85,PE,1570555209,88,-11.1,-77.61,59.99,12.12
Abeche,100,TD,1570555210,70,13.83,20.83,77.45,18.34
Nantucket,1,US,1570555210,67,41.28,-70.1,63.0,12.75
Narasannapeta,100,IN,1570555210,84,18.42,84.04,76.91,1.7
Marienburg,20,DE,1570554993,87,52.12,9.98,57.2,6.93
Ende,0,ID,1570555210,80,-8.84,121.65,77.81,3.85
Fare,91,PF,1570555210,83,-16.7,-151.02,76.37,22.21
Tarso,75,CO,1570555211,47,5.86,-75.82,78.8,8.05
Avila,1,US,1570555211,63,38.91,-76.61,66.99,11.41
Nagorsk,63,RU,1570555211,84,59.32,50.8,32.45,8.14
Flinders,40,AU,1570555211,75,-34.58,150.85,53.01,9.17
Arys,0,KZ,1570555114,54,42.43,68.8,57.2,8.95
Amazar,100,RU,1570555212,86,53.86,120.88,27.59,2.46
Hambantota,48,LK,1570555212,79,6.12,81.12,81.23,11.41
Bilibino,100,RU,1570554923,96,68.06,166.44,11.57,2.77
Bonthe,100,SL,1570555212,93,7.53,-12.5,75.47,13.32
Kemi,0,FI,1570555212,89,65.74,24.56,32.0,4.7
Hegang,0,CN,1570555213,54,47.34,130.28,39.11,8.86
Bowen,0,AU,1570555213,93,-20.01,148.25,66.2,4.7
Cilegon,75,ID,1570555213,88,-6.02,106.05,77.0,4.7
Srandakan,63,ID,1570555213,97,-7.94,110.25,70.43,2.31
Tongliao,0,CN,1570555213,31,43.61,122.27,49.91,10.94
Gaoual,100,GN,1570555214,94,11.75,-13.2,74.57,1.74
Singaraja,32,ID,1570555214,64,-8.11,115.08,80.15,8.21
Challapata,0,BO,1570555214,28,-18.9,-66.78,48.47,5.75
Oktyabrskiy,0,RU,1570555214,69,55.61,37.97,39.2,4.47
Babu,75,CN,1570555215,97,23.23,104.89,59.99,3.33
Buenavista,40,CO,1570555215,65,4.36,-75.74,78.8,6.93
Kingsport,90,US,1570555215,77,36.55,-82.56,71.01,13.87
Kruisfontein,1,ZA,1570555215,94,-34.0,24.73,55.67,2.06
Motygino,0,RU,1570555215,88,58.18,94.69,28.49,3.53
Dargaville,11,NZ,1570555216,79,-35.94,173.86,57.29,5.82
Dwarka,0,IN,1570555216,65,28.58,77.04,84.99,3.49
Pedernales,94,EC,1570555216,87,0.07,-80.05,74.21,14.9
Erdemli,100,TR,1570555216,63,36.61,34.31,64.49,3.2
Portland,75,US,1570554645,48,43.66,-70.25,64.4,13.87
Sao Bernardo,9,BR,1570555217,21,-3.36,-42.42,102.11,3.0
Concordia,55,AR,1570555217,93,-31.4,-58.02,66.0,8.99
San Vicente,40,EC,1570555217,69,-0.59,-80.41,78.8,11.41
Kongolo,85,CD,1570555217,80,-5.39,27.0,74.57,5.3
Tera,20,CY,1570555217,64,34.97,32.42,77.0,9.17
